Rat,Date,State,SesNo,TrialNo,Start order,start position,forced turn,choice turn,pass/fail,p/f
CRetSub2,27032018,C,3,8,5,3,L,R, Y,1
CRetSub2,28032018,C,4,1,4,4,R,L, Y,1
CRetSub2,28032018,C,4,2,4,4,L,R, Y,1
CRetSub2,28032018,C,4,3,4,2,R,L, Y,1
CRetSub2,28032018,C,4,4,4,3,R,L, Y,1
CRetSub2,28032018,C,4,5,4,2,R,L, Y,1
CRetSub2,28032018,C,4,6,4,2,L,R, Y,1
CRetSub2,28032018,C,4,7,4,4,L,R, Y,1
CRetSub2,28032018,C,4,8,4,1,L,L,N,0
CRetSub2,29032018,C,5,1,5,2,R,L, Y,1
CRetSub2,29032018,C,5,2,5,1,L,R, Y,1
CRetSub2,29032018,C,5,3,5,3,L,L,N,0
CRetSub2,29032018,C,5,4,5,1,R,L, Y,1
CRetSub2,29032018,C,5,5,5,1,L,R, Y,1
CRetSub2,29032018,C,5,6,5,4,R,R,N,0
CRetSub2,29032018,C,5,7,5,4,L,R, Y,1
CRetSub2,29032018,C,5,8,5,4,R,L, Y,1
CanCSubRet7_preS,6062018,C,1,1,4,3,L,R, Y,
CanCSubRet7_preS,6062018,C,1,2,4,2,R,L, Y,
CanCSubRet7_preS,6062018,C,1,3,4,2,R,R,N,
CanCSubRet7_preS,6062018,C,1,4,4,1,L,R, Y,
CanCSubRet7_preS,6062018,C,1,5,4,4,L,R, Y,
CanCSubRet7_preS,6062018,C,1,6,4,4,R,L, Y,
CanCSubRet7_preS,6062018,C,1,7,4,2,L,L,N,
CanCSubRet7_preS,6062018,C,1,8,4,3,R,L, Y,
CanCSubRet7_preS,7062018,C,2,1,2,3,R,L, Y,
CanCSubRet7_preS,7062018,C,2,2,2,3,L,R, Y,
CanCSubRet7_preS,7062018,C,2,3,2,4,R,L, Y,
CanCSubRet7_preS,7062018,C,2,4,2,2,L,R, Y,
CanCSubRet7_preS,7062018,C,2,5,2,3,L,R, Y,
CanCSubRet7_preS,7062018,C,2,6,2,1,R,L, Y,
CanCSubRet7_preS,7062018,C,2,7,2,1,R,L, Y,
CanCSubRet7_preS,7062018,C,2,8,2,3,L,R, Y,
CanCSubRet7_preS,8062018,C,3,1,1,4,L,R, Y,
CanCSubRet7_preS,8062018,C,3,2,1,3,R,L, Y,
CanCSubRet7_preS,8062018,C,3,3,1,1,R,L, Y,
CanCSubRet7_preS,8062018,C,3,4,1,4,L,R, Y,
CanCSubRet7_preS,8062018,C,3,5,1,3,R,L, Y,
CanCSubRet7_preS,8062018,C,3,6,1,2,L,R, Y,
CanCSubRet7_preS,8062018,C,3,7,1,4,R,L, Y,
CanCSubRet7_preS,8062018,C,3,8,1,3,L,R, Y,
CanCSubRet7_preS,11062018,C,4,1,3,4,R,L, Y,
CanCSubRet7_preS,11062018,C,4,2,3,4,L,R, Y,
CanCSubRet7_preS,11062018,C,4,3,3,2,R,L, Y,
CanCSubRet7_preS,11062018,C,4,4,3,3,R,L, Y,
CanCSubRet7_preS,11062018,C,4,5,3,2,R,L, Y,
CanCSubRet7_preS,11062018,C,4,6,3,2,L,R, Y,
CanCSubRet7_preS,11062018,C,4,7,3,4,L,R, Y,
CanCSubRet7_preS,11062018,C,4,8,3,1,L,R, Y,
CanCSubRet7_preS,12062018,C,5,1,4,2,R,L, Y,
CanCSubRet7_preS,12062018,C,5,2,4,1,L,R, Y,
CanCSubRet7_preS,12062018,C,5,3,4,3,L,L,N,
CanCSubRet7_preS,12062018,C,5,4,4,1,R,L, Y,
CanCSubRet7_preS,12062018,C,5,5,4,1,L,L,N,
CanCSubRet7_preS,12062018,C,5,6,4,4,R,L, Y,
CanCSubRet7_preS,12062018,C,5,7,4,4,L,L,N,
CanCSubRet7_preS,12062018,C,5,8,4,4,R,L, Y,
CanCSubRet7_preS,13062018,C,6,1,2,2,R,L, Y,
CanCSubRet7_preS,13062018,C,6,2,2,1,L,R, Y,
CanCSubRet7_preS,13062018,C,6,3,2,1,R,L, Y,
CanCSubRet7_preS,13062018,C,6,4,2,3,L,R, Y,
CanCSubRet7_preS,13062018,C,6,5,2,1,R,L, Y,
CanCSubRet7_preS,13062018,C,6,6,2,2,R,L, Y,
CanCSubRet7_preS,13062018,C,6,7,2,2,L,L,N,
CanCSubRet7_preS,13062018,C,6,8,2,1,L,R, Y,
CanCSubRet7_preS,14062018,C,7,1,1,1,R,L, Y,
CanCSubRet7_preS,14062018,C,7,2,1,4,L,R, Y,
CanCSubRet7_preS,14062018,C,7,3,1,4,L,R, Y,
CanCSubRet7_preS,14062018,C,7,4,1,3,R,R,N,
CanCSubRet7_preS,14062018,C,7,5,1,2,R,R,N,
CanCSubRet7_preS,14062018,C,7,6,1,2,L,R, Y,
CanCSubRet7_preS,14062018,C,7,7,1,4,R,L, Y,
CanCSubRet7_preS,14062018,C,7,8,1,1,L,R, Y,
CanCSubRet7_preS,15062018,C,8,1,3,1,L,R, Y,
CanCSubRet7_preS,15062018,C,8,2,3,1,R,L, Y,
CanCSubRet7_preS,15062018,C,8,3,3,2,L,L,N,
CanCSubRet7_preS,15062018,C,8,4,3,4,R,L, Y,
CanCSubRet7_preS,15062018,C,8,5,3,1,R,L, Y,
CanCSubRet7_preS,15062018,C,8,6,3,3,L,L,N,
CanCSubRet7_preS,15062018,C,8,7,3,3,L,L,N,
CanCSubRet7_preS,15062018,C,8,8,3,1,R,R,N,
CanCSubCa1_preS,6062018,C,1,1,3,3,L,R, Y,
CanCSubCa1_preS,6062018,C,1,2,3,2,R,L, Y,
CanCSubCa1_preS,6062018,C,1,3,3,2,R,L, Y,
CanCSubCa1_preS,6062018,C,1,4,3,1,L,R, Y,
CanCSubCa1_preS,6062018,C,1,5,3,4,L,R, Y,
CanCSubCa1_preS,6062018,C,1,6,3,4,R,R,N,
CanCSubCa1_preS,6062018,C,1,7,3,2,L,R, Y,
CanCSubCa1_preS,6062018,C,1,8,3,3,R,L, Y,
CanCSubCa1_preS,7062018,C,2,1,1,3,R,L, Y,
CanCSubCa1_preS,7062018,C,2,2,1,3,L,R, Y,
CanCSubCa1_preS,7062018,C,2,3,1,4,R,L, Y,
CanCSubCa1_preS,7062018,C,2,4,1,2,L,R, Y,
CanCSubCa1_preS,7062018,C,2,5,1,3,L,R, Y,
CanCSubCa1_preS,7062018,C,2,6,1,1,R,L, Y,
CanCSubCa1_preS,7062018,C,2,7,1,1,R,L, Y,
CanCSubCa1_preS,7062018,C,2,8,1,3,L,L,N,
CanCSubCa1_preS,8062018,C,3,1,2,4,L,R, Y,
CanCSubCa1_preS,8062018,C,3,2,2,3,R,L, Y,
CanCSubCa1_preS,8062018,C,3,3,2,1,R,L, Y,
CanCSubCa1_preS,8062018,C,3,4,2,4,L,R, Y,
CanCSubCa1_preS,8062018,C,3,5,2,3,R,L, Y,
CanCSubCa1_preS,8062018,C,3,6,2,2,L,R, Y,
CanCSubCa1_preS,8062018,C,3,7,2,4,R,R,N,
CanCSubCa1_preS,8062018,C,3,8,2,3,L,R, Y,
CanCSubCa1_preS,11062018,C,4,1,4,4,R,L, Y,
CanCSubCa1_preS,11062018,C,4,2,4,4,L,R, Y,
CanCSubCa1_preS,11062018,C,4,3,4,2,R,L, Y,
CanCSubCa1_preS,11062018,C,4,4,4,3,R,L, Y,
CanCSubCa1_preS,11062018,C,4,5,4,2,R,L, Y,
CanCSubCa1_preS,11062018,C,4,6,4,2,L,R, Y,
CanCSubCa1_preS,11062018,C,4,7,4,4,L,R, Y,
CanCSubCa1_preS,11062018,C,4,8,4,1,L,R, Y,
CanCSubCa1_preS,12062018,C,5,1,3,2,R,L, Y,
CanCSubCa1_preS,12062018,C,5,2,3,1,L,R, Y,
CanCSubCa1_preS,12062018,C,5,3,3,3,L,R, Y,
CanCSubCa1_preS,12062018,C,5,4,3,1,R,R,N,
CanCSubCa1_preS,12062018,C,5,5,3,1,L,R, Y,
CanCSubCa1_preS,12062018,C,5,6,3,4,R,R,N,
CanCSubCa1_preS,12062018,C,5,7,3,4,L,R, Y,
CanCSubCa1_preS,12062018,C,5,8,3,4,R,R,N,
CanCSubCa1_preS,13062018,C,6,1,1,2,R,L, Y,
CanCSubCa1_preS,13062018,C,6,2,1,1,L,R, Y,
CanCSubCa1_preS,13062018,C,6,3,1,1,R,R,N,
CanCSubCa1_preS,13062018,C,6,4,1,3,L,R, Y,
CanCSubCa1_preS,13062018,C,6,5,1,1,R,L, Y,
CanCSubCa1_preS,13062018,C,6,6,1,2,R,R,N,
CanCSubCa1_preS,13062018,C,6,7,1,2,L,R, Y,
CanCSubCa1_preS,13062018,C,6,8,1,1,L,R, Y,
CanCSubCa1_preS,14062018,C,7,1,2,1,R,L, Y,
CanCSubCa1_preS,14062018,C,7,2,2,4,L,R, Y,
CanCSubCa1_preS,14062018,C,7,3,2,4,L,R, Y,
CanCSubCa1_preS,14062018,C,7,4,2,3,R,L, Y,
CanCSubCa1_preS,14062018,C,7,5,2,2,R,L, Y,
CanCSubCa1_preS,14062018,C,7,6,2,2,L,R, Y,
CanCSubCa1_preS,14062018,C,7,7,2,4,R,L, Y,
CanCSubCa1_preS,14062018,C,7,8,2,1,L,L,N,
CanCSubCa1_preS,15062018,C,8,1,4,1,L,R, Y,
CanCSubCa1_preS,15062018,C,8,2,4,1,R,L, Y,
CanCSubCa1_preS,15062018,C,8,3,4,2,L,L,N,
CanCSubCa1_preS,15062018,C,8,4,4,4,R,L, Y,
CanCSubCa1_preS,15062018,C,8,5,4,1,R,L, Y,
CanCSubCa1_preS,15062018,C,8,6,4,3,L,R, Y,
CanCSubCa1_preS,15062018,C,8,7,4,3,L,R, Y,
CanCSubCa1_preS,15062018,C,8,8,4,1,R,R,N,
CanCSubRetCa2_preS,6062018,C,1,1,3,3,L,R, Y,
CanCSubRetCa2_preS,6062018,C,1,2,3,3,R,L, Y,
CanCSubRetCa2_preS,6062018,C,1,3,3,3,R,L, Y,
CanCSubRetCa2_preS,6062018,C,1,4,3,3,L,R, Y,
CanCSubRetCa2_preS,6062018,C,1,5,3,3,L,R, Y,
CanCSubRetCa2_preS,6062018,C,1,6,3,3,R,L, Y,
CanCSubRetCa2_preS,6062018,C,1,7,3,3,L,R, Y,
CanCSubRetCa2_preS,6062018,C,1,8,3,3,R,L, Y,
CanCSubRetCa2_preS,7062018,C,2,1,1,1,R,R,N,
CanCSubRetCa2_preS,7062018,C,2,2,1,1,L,L,N,
CanCSubRetCa2_preS,7062018,C,2,3,1,1,R,L, Y,
CanCSubRetCa2_preS,7062018,C,2,4,1,1,L,R, Y,
CanCSubRetCa2_preS,7062018,C,2,5,1,1,L,R, Y,
CanCSubRetCa2_preS,7062018,C,2,6,1,1,R,L, Y,
CanCSubRetCa2_preS,7062018,C,2,7,1,1,R,L, Y,
CanCSubRetCa2_preS,7062018,C,2,8,1,1,L,L,N,
CanCSubRetCa2_preS,8062018,C,3,1,2,2,L,R, Y,
CanCSubRetCa2_preS,8062018,C,3,2,2,2,R,L, Y,
CanCSubRetCa2_preS,8062018,C,3,3,2,2,R,L, Y,
CanCSubRetCa2_preS,8062018,C,3,4,2,2,L,R, Y,
CanCSubRetCa2_preS,8062018,C,3,5,2,2,R,L, Y,
CanCSubRetCa2_preS,8062018,C,3,6,2,2,L,L,N,
CanCSubRetCa2_preS,8062018,C,3,7,2,2,R,L, Y,
CanCSubRetCa2_preS,8062018,C,3,8,2,2,L,R, Y,
CanCSubRetCa2_preS,11062018,C,4,1,4,4,R,L, Y,
CanCSubRetCa2_preS,11062018,C,4,2,4,4,L,R, Y,
CanCSubRetCa2_preS,11062018,C,4,3,4,4,R,L, Y,
CanCSubRetCa2_preS,11062018,C,4,4,4,4,R,L, Y,
CanCSubRetCa2_preS,11062018,C,4,5,4,4,R,L, Y,
CanCSubRetCa2_preS,11062018,C,4,6,4,4,L,R, Y,
CanCSubRetCa2_preS,11062018,C,4,7,4,4,L,L,N,
CanCSubRetCa2_preS,11062018,C,4,8,4,4,L,R, Y,
CanCSubRetCa2_preS,12062018,C,5,1,3,3,R,L, Y,
CanCSubRetCa2_preS,12062018,C,5,2,3,3,L,R, Y,
CanCSubRetCa2_preS,12062018,C,5,3,3,3,L,R, Y,
CanCSubRetCa2_preS,12062018,C,5,4,3,3,R,L, Y,
CanCSubRetCa2_preS,12062018,C,5,5,3,3,L,R, Y,
CanCSubRetCa2_preS,12062018,C,5,6,3,3,R,L, Y,
CanCSubRetCa2_preS,12062018,C,5,7,3,3,L,R, Y,
CanCSubRetCa2_preS,12062018,C,5,8,3,3,R,R,N,
CanCSubRetCa2_preS,13062018,C,6,1,1,1,R,L, Y,
CanCSubRetCa2_preS,13062018,C,6,2,1,1,L,L,N,
CanCSubRetCa2_preS,13062018,C,6,3,1,1,R,L, Y,
CanCSubRetCa2_preS,13062018,C,6,4,1,1,L,R, Y,
CanCSubRetCa2_preS,13062018,C,6,5,1,1,R,R,N,
CanCSubRetCa2_preS,13062018,C,6,6,1,1,R,L, Y,
CanCSubRetCa2_preS,13062018,C,6,7,1,1,L,R, Y,
CanCSubRetCa2_preS,13062018,C,6,8,1,1,L,R, Y,
CanCSubRetCa2_preS,14062018,C,7,1,2,2,R,R,N,
CanCSubRetCa2_preS,14062018,C,7,2,2,2,L,R, Y,
CanCSubRetCa2_preS,14062018,C,7,3,2,2,L,R, Y,
CanCSubRetCa2_preS,14062018,C,7,4,2,2,R,L, Y,
CanCSubRetCa2_preS,14062018,C,7,5,2,2,R,R,N,
CanCSubRetCa2_preS,14062018,C,7,6,2,2,L,R, Y,
CanCSubRetCa2_preS,14062018,C,7,7,2,2,R,R,N,
CanCSubRetCa2_preS,14062018,C,7,8,2,2,L,R, Y,
CanCSubRetCa2_preS,15062018,C,8,1,4,4,L,R, Y,
CanCSubRetCa2_preS,15062018,C,8,2,4,4,R,L, Y,
CanCSubRetCa2_preS,15062018,C,8,3,4,4,L,R, Y,
CanCSubRetCa2_preS,15062018,C,8,4,4,4,R,R,N,
CanCSubRetCa2_preS,15062018,C,8,5,4,4,R,L, Y,
CanCSubRetCa2_preS,15062018,C,8,6,4,4,L,R, Y,
CanCSubRetCa2_preS,15062018,C,8,7,4,4,L,R, Y,
CanCSubRetCa2_preS,15062018,C,8,8,4,4,R,L, Y,
CanCSubRetCa1_preS,6062018,C,1,1,3,3,L,R, Y,
CanCSubRetCa1_preS,6062018,C,1,2,3,3,R,L, Y,
CanCSubRetCa1_preS,6062018,C,1,3,3,3,R,L, Y,
CanCSubRetCa1_preS,6062018,C,1,4,3,3,L,R, Y,
CanCSubRetCa1_preS,6062018,C,1,5,3,3,L,R, Y,
CanCSubRetCa1_preS,6062018,C,1,6,3,3,R,R,N,
CanCSubRetCa1_preS,6062018,C,1,7,3,3,L,R, Y,
CanCSubRetCa1_preS,6062018,C,1,8,3,3,R,L, Y,
CanCSubRetCa1_preS,7062018,C,2,1,1,1,R,L, Y,
CanCSubRetCa1_preS,7062018,C,2,2,1,1,L,R, Y,
CanCSubRetCa1_preS,7062018,C,2,3,1,1,R,L, Y,
CanCSubRetCa1_preS,7062018,C,2,4,1,1,L,R, Y,
CanCSubRetCa1_preS,7062018,C,2,5,1,1,L,R, Y,
CanCSubRetCa1_preS,7062018,C,2,6,1,1,R,L, Y,
CanCSubRetCa1_preS,7062018,C,2,7,1,1,R,L, Y,
CanCSubRetCa1_preS,7062018,C,2,8,1,1,L,R, Y,
CanCSubRetCa1_preS,8062018,C,3,1,2,2,L,R, Y,
CanCSubRetCa1_preS,8062018,C,3,2,2,2,R,R,N,
CanCSubRetCa1_preS,8062018,C,3,3,2,2,R,L, Y,
CanCSubRetCa1_preS,8062018,C,3,4,2,2,L,R, Y,
CanCSubRetCa1_preS,8062018,C,3,5,2,2,R,L, Y,
CanCSubRetCa1_preS,8062018,C,3,6,2,2,L,R, Y,
CanCSubRetCa1_preS,8062018,C,3,7,2,2,R,R,N,
CanCSubRetCa1_preS,8062018,C,3,8,2,2,L,R, Y,
CanCSubRetCa1_preS,11062018,C,4,1,4,4,R,L, Y,
CanCSubRetCa1_preS,11062018,C,4,2,4,4,L,L,N,
CanCSubRetCa1_preS,11062018,C,4,3,4,4,R,L, Y,
CanCSubRetCa1_preS,11062018,C,4,4,4,4,R,L, Y,
CanCSubRetCa1_preS,11062018,C,4,5,4,4,R,L, Y,
CanCSubRetCa1_preS,11062018,C,4,6,4,4,L,R, Y,
CanCSubRetCa1_preS,11062018,C,4,7,4,4,L,R, Y,
CanCSubRetCa1_preS,11062018,C,4,8,4,4,L,R, Y,
CanCSubRetCa1_preS,12062018,C,5,1,3,3,R,L, Y,
CanCSubRetCa1_preS,12062018,C,5,2,3,3,L,R, Y,
CanCSubRetCa1_preS,12062018,C,5,3,3,3,L,R, Y,
CanCSubRetCa1_preS,12062018,C,5,4,3,3,R,L, Y,
CanCSubRetCa1_preS,12062018,C,5,5,3,3,L,R, Y,
CanCSubRetCa1_preS,12062018,C,5,6,3,3,R,L, Y,
CanCSubRetCa1_preS,12062018,C,5,7,3,3,L,R, Y,
CanCSubRetCa1_preS,12062018,C,5,8,3,3,R,R,N,
CanCSubRetCa1_preS,13062018,C,6,1,1,1,R,R,N,
CanCSubRetCa1_preS,13062018,C,6,2,1,1,L,R, Y,
CanCSubRetCa1_preS,13062018,C,6,3,1,1,R,L, Y,
CanCSubRetCa1_preS,13062018,C,6,4,1,1,L,L,N,
CanCSubRetCa1_preS,13062018,C,6,5,1,1,R,L, Y,
CanCSubRetCa1_preS,13062018,C,6,6,1,1,R,L, Y,
CanCSubRetCa1_preS,13062018,C,6,7,1,1,L,R, Y,
CanCSubRetCa1_preS,13062018,C,6,8,1,1,L,R, Y,
CanCSubRetCa1_preS,14062018,C,7,1,2,2,R,L, Y,
CanCSubRetCa1_preS,14062018,C,7,2,2,2,L,R, Y,
CanCSubRetCa1_preS,14062018,C,7,3,2,2,L,R, Y,
CanCSubRetCa1_preS,14062018,C,7,4,2,2,R,L, Y,
CanCSubRetCa1_preS,14062018,C,7,5,2,2,R,L, Y,
CanCSubRetCa1_preS,14062018,C,7,6,2,2,L,R, Y,
CanCSubRetCa1_preS,14062018,C,7,7,2,2,R,L, Y,
CanCSubRetCa1_preS,14062018,C,7,8,2,2,L,R, Y,
CanCSubRetCa1_preS,15062018,C,8,1,4,4,L,R, Y,
CanCSubRetCa1_preS,15062018,C,8,2,4,4,R,L, Y,
CanCSubRetCa1_preS,15062018,C,8,3,4,4,L,R, Y,
CanCSubRetCa1_preS,15062018,C,8,4,4,4,R,L, Y,
CanCSubRetCa1_preS,15062018,C,8,5,4,4,R,L, Y,
CanCSubRetCa1_preS,15062018,C,8,6,4,4,L,R, Y,
CanCSubRetCa1_preS,15062018,C,8,7,4,4,L,R, Y,
CanCSubRetCa1_preS,15062018,C,8,8,4,4,R,L, Y,
CanCSubRet7,19072018,C,1,1,3,3,L,R, Y,
CanCSubRet7,19072018,C,1,2,3,3,R,L, Y,
CanCSubRet7,19072018,C,1,3,3,3,R,R,N,
CanCSubRet7,19072018,C,1,4,3,3,L,R, Y,
CanCSubRet7,19072018,C,1,5,3,3,L,R, Y,
CanCSubRet7,19072018,C,1,6,3,3,R,R,N,
CanCSubRet7,19072018,C,1,7,3,3,L,R, Y,
CanCSubRet7,19072018,C,1,8,3,3,R,L, Y,
CanCSubRet7,19072018,C,2,1,4,4,R,L, Y,
CanCSubRet7,24072018,C,2,2,4,4,L,L,N,
CanCSubRet7,24072018,C,2,3,4,4,R,L, Y,
CanCSubRet7,24072018,C,2,4,4,4,L,R, Y,
CanCSubRet7,24072018,C,2,5,4,4,L,R, Y,
CanCSubRet7,24072018,C,2,6,4,4,R,L, Y,
CanCSubRet7,24072018,C,2,7,4,4,R,L, Y,
CanCSubRet7,24072018,C,2,8,4,4,L,R, Y,
CanCSubRet7,25072018,C,3,1,1,1,L,R, Y,
CanCSubRet7,25072018,C,3,2,1,1,R,L, Y,
CanCSubRet7,25072018,C,3,3,1,1,R,R,N,
CanCSubRet7,25072018,C,3,4,1,1,L,R, Y,
CanCSubRet7,25072018,C,3,5,1,1,R,L, Y,
CanCSubRet7,25072018,C,3,6,1,1,L,R, Y,
CanCSubRet7,25072018,C,3,7,1,1,R,L, Y,
CanCSubRet7,25072018,C,3,8,1,1,L,R, Y,
CanCSubRet7,25072018,C,4,1,1,1,R,L, Y,
CanCSubRet7,25072018,C,4,2,1,1,L,R, Y,
CanCSubRet7,25072018,C,4,3,1,1,R,L, Y,
CanCSubRet7,25072018,C,4,4,1,1,R,L, Y,
CanCSubRet7,25072018,C,4,5,1,1,R,L, Y,
CanCSubRet7,25072018,C,4,6,1,1,L,L,N,
CanCSubRet7,25072018,C,4,7,1,1,L,R, Y,
CanCSubRet7,25072018,C,4,8,1,1,L,R, Y,
CanCSubRet7,26072018,C,5,1,3,3,R,L, Y,
CanCSubRet7,26072018,C,5,2,3,3,L,R, Y,
CanCSubRet7,26072018,C,5,3,3,3,L,R, Y,
CanCSubRet7,26072018,C,5,4,3,3,R,R,N,
CanCSubRet7,26072018,C,5,5,3,3,L,R, Y,
CanCSubRet7,26072018,C,5,6,3,3,R,L, Y,
CanCSubRet7,26072018,C,5,7,3,3,L,R, Y,
CanCSubRet7,26072018,C,5,8,3,3,R,L, Y,
CanCSubRet7,27072018,M1,6,1,1,1,R,L, Y,
CanCSubRet7,27072018,M1,6,2,1,1,L,R, Y,
CanCSubRet7,27072018,M1,6,3,1,1,R,L, Y,
CanCSubRet7,27072018,M1,6,4,1,1,L,R, Y,
CanCSubRet7,27072018,M1,6,5,1,1,R,L, Y,
CanCSubRet7,27072018,M1,6,6,1,1,R,L, Y,
CanCSubRet7,27072018,M1,6,7,1,1,L,L,N,
CanCSubRet7,3082018,M2,7,1,2,2,R,L, Y,
CanCSubRet7,3082018,M2,7,2,2,2,L,L,N,
CanCSubRet7,3082018,M2,7,3,2,2,L,R, Y,
CanCSubRet7,3082018,M2,7,4,2,2,R,L, Y,
CanCSubRet7,3082018,M2,7,5,2,2,R,R,N,
CanCSubRet7,3082018,M2,7,6,2,2,L,L,N,
CanCSubRet7,3082018,M2,7,7,2,2,R,R,N,
CanCSubRet7,3082018,M2,7,8,2,2,L,R, Y,
CanCSubCa1,19072018,C,1,1,3,3,L,R, Y,
CanCSubCa1,19072018,C,1,2,3,3,R,L, Y,
CanCSubCa1,19072018,C,1,3,3,3,R,L, Y,
CanCSubCa1,19072018,C,1,4,3,3,L,R, Y,
CanCSubCa1,19072018,C,1,5,3,3,L,R, Y,
CanCSubCa1,19072018,C,1,6,3,3,R,L, Y,
CanCSubCa1,19072018,C,1,7,3,3,L,L,N,
CanCSubCa1,19072018,C,1,8,3,3,R,L, Y,
CanCSubCa1,19072018,C,2,1,4,4,R,L, Y,
CanCSubCa1,24072018,C,2,2,4,4,L,R, Y,
CanCSubCa1,24072018,C,2,3,4,4,R,L, Y,
CanCSubCa1,24072018,C,2,4,4,4,L,L,N,
CanCSubCa1,24072018,C,2,5,4,4,L,R, Y,
CanCSubCa1,24072018,C,2,6,4,4,R,L, Y,
CanCSubCa1,24072018,C,2,7,4,4,R,L, Y,
CanCSubCa1,24072018,C,2,8,4,4,L,R, Y,
CanCSubCa1,25072018,C,3,1,1,1,L,R, Y,
CanCSubCa1,25072018,C,3,2,1,1,R,L, Y,
CanCSubCa1,25072018,C,3,3,1,1,R,L, Y,
CanCSubCa1,25072018,C,3,4,1,1,L,L,N,
CanCSubCa1,25072018,C,3,5,1,1,R,L, Y,
CanCSubCa1,25072018,C,3,6,1,1,L,R, Y,
CanCSubCa1,25072018,C,3,7,1,1,R,L, Y,
CanCSubCa1,25072018,C,3,8,1,1,L,R, Y,
CanCSubCa1,25072018,C,4,1,1,1,R,L, Y,
CanCSubCa1,25072018,C,4,2,1,1,L,R, Y,
CanCSubCa1,25072018,C,4,3,1,1,R,L, Y,
CanCSubCa1,25072018,C,4,4,1,1,R,L, Y,
CanCSubCa1,25072018,C,4,5,1,1,R,L, Y,
CanCSubCa1,25072018,C,4,6,1,1,L,L,N,
CanCSubCa1,25072018,C,4,7,1,1,L,R, Y,
CanCSubCa1,25072018,C,4,8,1,1,L,L,N,
CanCSubCa1,26072018,C,5,1,3,3,R,L, Y,
CanCSubCa1,26072018,C,5,2,3,3,L,R, Y,
CanCSubCa1,26072018,C,5,3,3,3,L,R, Y,
CanCSubCa1,26072018,C,5,4,3,3,R,L, Y,
CanCSubCa1,26072018,C,5,5,3,3,L,R, Y,
CanCSubCa1,26072018,C,5,6,3,3,R,L, Y,
CanCSubCa1,26072018,C,5,7,3,3,L,R, Y,
CanCSubCa1,26072018,C,5,8,3,3,R,R,N,
CanCSubCa1,1082018,M1,6,1,1,1,R,L, Y,
CanCSubCa1,1082018,M1,6,2,1,1,L,R, Y,
CanCSubCa1,1082018,M1,6,3,1,1,R,R,N,
CanCSubCa1,1082018,M1,6,4,1,1,L,L,N,
CanCSubCa1,1082018,M1,6,5,1,1,R,L, Y,
CanCSubCa1,1082018,M1,6,6,1,1,R,R,N,
CanCSubCa1,1082018,M1,6,7,1,1,L,R, Y,
CanCSubCa1,1082018,M1,6,8,1,1,R,L, Y,
CanCSubRetCa2,19072018,C,1,1,1,3,L,R, Y,
CanCSubRetCa2,19072018,C,1,2,1,3,R,L, Y,
CanCSubRetCa2,19072018,C,1,3,1,3,R,L, Y,
CanCSubRetCa2,19072018,C,1,4,1,3,L,R, Y,
CanCSubRetCa2,19072018,C,1,5,1,3,L,R, Y,
CanCSubRetCa2,19072018,C,1,6,1,3,R,L, Y,
CanCSubRetCa2,19072018,C,1,7,1,3,L,R, Y,
CanCSubRetCa2,19072018,C,1,8,1,3,R,L, Y,
CanCSubRetCa2,19072018,C,2,1,2,4,R,L, Y,
CanCSubRetCa2,24072018,C,2,2,2,4,L,R, Y,
CanCSubRetCa2,24072018,C,2,3,2,4,R,R,N,
CanCSubRetCa2,24072018,C,2,4,2,4,L,R, Y,
CanCSubRetCa2,24072018,C,2,5,2,4,L,R, Y,
CanCSubRetCa2,24072018,C,2,6,2,4,R,L, Y,
CanCSubRetCa2,24072018,C,2,7,2,4,R,L, Y,
CanCSubRetCa2,24072018,C,2,8,2,4,L,R, Y,
CanCSubRetCa2,25072018,C,3,1,4,1,L,R, Y,
CanCSubRetCa2,25072018,C,3,2,4,1,R,R,N,
CanCSubRetCa2,25072018,C,3,3,4,1,R,L, Y,
CanCSubRetCa2,25072018,C,3,4,4,1,L,R, Y,
CanCSubRetCa2,25072018,C,3,5,4,1,R,L, Y,
CanCSubRetCa2,25072018,C,3,6,4,1,L,R, Y,
CanCSubRetCa2,25072018,C,3,7,4,1,R,R,N,
CanCSubRetCa2,25072018,C,3,8,4,1,L,R, Y,
CanCSubRetCa2,25072018,C,4,1,4,1,R,L, Y,
CanCSubRetCa2,25072018,C,4,2,4,1,L,R, Y,
CanCSubRetCa2,25072018,C,4,3,4,1,R,L, Y,
CanCSubRetCa2,25072018,C,4,4,4,1,R,L, Y,
CanCSubRetCa2,25072018,C,4,5,4,1,R,R,N,
CanCSubRetCa2,25072018,C,4,6,4,1,L,R, Y,
CanCSubRetCa2,25072018,C,4,7,4,1,L,R, Y,
CanCSubRetCa2,25072018,C,4,8,4,1,L,R, Y,
CanCSubRetCa2,26072018,C,5,1,1,3,R,L, Y,
CanCSubRetCa2,26072018,C,5,2,1,3,L,R, Y,
CanCSubRetCa2,26072018,C,5,3,1,3,L,L,N,
CanCSubRetCa2,26072018,C,5,4,1,3,R,L, Y,
CanCSubRetCa2,26072018,C,5,5,1,3,L,R, Y,
CanCSubRetCa2,26072018,C,5,6,1,3,R,R,N,
CanCSubRetCa2,26072018,C,5,7,1,3,L,R, Y,
CanCSubRetCa2,26072018,C,5,8,1,3,R,L, Y,
