Rat,Date,State,SesNo,TrialNo,Start order,start position,forced turn,choice turn,pass/fail,p/f
CanCSubRetCa2,31072018,M1,6,1,1,1,R,L, Y,
CanCSubRetCa2,31072018,M1,6,2,1,1,L,L,N,
CanCSubRetCa2,31072018,M1,6,3,1,1,R,R,N,
CanCSubRetCa2,31072018,M1,6,4,1,1,L,L,N,
CanCSubRetCa2,31072018,M1,6,5,1,1,R,L, Y,
CanCSubRetCa2,31072018,M1,6,6,1,1,R,L, Y,
CanCSubRetCa2,31072018,M1,6,7,1,1,L,R, Y,
CanCSubRetCa2,31072018,M1,6,8,1,1,R,L, Y,
CanCSubRetCa1,19072018,C,1,1,2,3,L,R, Y,
CanCSubRetCa1,19072018,C,1,2,2,3,R,L, Y,
CanCSubRetCa1,19072018,C,1,3,2,3,R,L, Y,
CanCSubRetCa1,19072018,C,1,4,2,3,L,R, Y,
CanCSubRetCa1,19072018,C,1,5,2,3,L,R, Y,
CanCSubRetCa1,19072018,C,1,6,2,3,R,R,N,
CanCSubRetCa1,19072018,C,1,7,2,3,L,R, Y,
CanCSubRetCa1,19072018,C,1,8,2,3,R,L, Y,
CanCSubRetCa1,19072018,C,2,1,1,4,R,L, Y,
CanCSubRetCa1,24072018,C,2,2,1,4,L,R, Y,
CanCSubRetCa1,24072018,C,2,3,1,4,R,L, Y,
CanCSubRetCa1,24072018,C,2,4,1,4,L,R, Y,
CanCSubRetCa1,24072018,C,2,5,1,4,L,R, Y,
CanCSubRetCa1,24072018,C,2,6,1,4,R,L, Y,
CanCSubRetCa1,24072018,C,2,7,1,4,R,L, Y,
CanCSubRetCa1,24072018,C,2,8,1,4,L,R, Y,
CanCSubRetCa1,25072018,C,3,1,3,1,L,R, Y,
CanCSubRetCa1,25072018,C,3,2,3,1,R,L, Y,
CanCSubRetCa1,25072018,C,3,3,3,1,R,L, Y,
CanCSubRetCa1,25072018,C,3,4,3,1,L,R, Y,
CanCSubRetCa1,25072018,C,3,5,3,1,R,R,N,
CanCSubRetCa1,25072018,C,3,6,3,1,L,R, Y,
CanCSubRetCa1,25072018,C,3,7,3,1,R,L, Y,
CanCSubRetCa1,25072018,C,3,8,3,1,L,R, Y,
CanCSubRetCa1,25072018,C,4,1,3,1,R,L, Y,
CanCSubRetCa1,25072018,C,4,2,3,1,L,R, Y,
CanCSubRetCa1,25072018,C,4,3,3,1,R,L, Y,
CanCSubRetCa1,25072018,C,4,4,3,1,R,L, Y,
CanCSubRetCa1,25072018,C,4,5,3,1,R,L, Y,
CanCSubRetCa1,25072018,C,4,6,3,1,L,R, Y,
CanCSubRetCa1,25072018,C,4,7,3,1,L,R, Y,
CanCSubRetCa1,25072018,C,4,8,3,1,L,R, Y,
CanCSubRetCa1,26072018,C,5,1,2,3,R,L, Y,
CanCSubRetCa1,26072018,C,5,2,2,3,L,R, Y,
CanCSubRetCa1,26072018,C,5,3,2,3,L,R, Y,
CanCSubRetCa1,26072018,C,5,4,2,3,R,L, Y,
CanCSubRetCa1,26072018,C,5,5,2,3,L,R, Y,
CanCSubRetCa1,26072018,C,5,6,2,3,R,R,N,
CanCSubRetCa1,26072018,C,5,7,2,3,L,R, Y,
CanCSubRetCa1,26072018,C,5,8,2,3,R,L, Y,
CanCSubRetCa1,30072018,M1,6,1,1,1,R,L, Y,
CanCSubRetCa1,30072018,M1,6,2,1,1,L,R, Y,
CanCSubRetCa1,30072018,M1,6,3,1,1,R,R,N,
CanCSubRetCa1,30072018,M1,6,4,1,1,L,L,N,
CanCSubRetCa1,30072018,M1,6,5,1,1,R,R,N,
CanCSubRetCa1,30072018,M1,6,6,1,1,R,L, Y,
CanCSubRetCa1,30072018,M1,6,7,1,1,L,L,N,
CanCSubRetCa1,30072018,M1,6,8,1,1,R,L, Y,
